B7_MAMÁ_CONSERVADOR_1CONFORMIDAD,B16_MAMÁ_CONSERVADOR_2CONFORMIDAD,B28_MAMÁ_CONSERVADOR_3CONFORMIDAD,B36_MAMÁ_CONSERVADOR_4CONFORMIDAD,B9_MAMÁ_CONSERVADOR_1TRADICION,B20_MAMÁ_CONSERVADOR_2TRADICION,B25_MAMÁ_CONSERVADOR_3TRADICION,B38_MAMÁ_CONSERVADOR_4TRADICION,B5_MAMÁ_CONSERVADOR_1SEGURIDAD,B14_MAMÁ_CONSERVADOR_2SEGURIDAD,B21_MAMÁ_CONSERVADOR_3SEGURIDAD,B31_MAMÁ_CONSERVADOR_4SEGURIDAD,B35_MAMÁ_CONSERVADOR_5SEGURIDAD,B12_MAMÁ_AUTOTRASCENDENCIA_1BENEVOLENCIA,B18_MAMÁ_AUTOTRASCENDENCIA_2BENEVOLENCIA,B27_MAMÁ_AUTOTRASCENDENCIA_3BENEVOLENCIA,B33_MAMÁ_AUTOTRASCENDENCIA_4BENEVOLENCIA,B3_MAMÁ_AUTOTRASCENDENCIA_1UNIVERSALISMO,B8_MAMÁ_AUTOTRASCENDENCIA_2UNIVERSALISMO,B19_MAMÁ_AUTOTRASCENDENCIA_3UNIVERSALISMO,B23_MAMÁ_AUTOTRASCENDENCIA_4UNIVERSALISMO,B29_MAMÁ_AUTOTRASCENDENCIA_5UNVIERSALISMO,B40_MAMÁ_AUTOTRASCENDENCIA_6UNIVERSALISMO,B1_MAMÁ_APERTURA_AL_CAMBIO_1AUTODIRECCION,B11_MAMÁ_APERTURA_AL_CAMBIO_2AUTODIRECCION,B22_MAMÁ_APERTURA_AL_CAMBIO_3AUTODIRECCION,B34_MAMÁ_APERTURA_AL_CAMBIO_4AUTODIRECCION,B6_MAMÁ_APERTURA_AL_CAMBIO_1ESTIMULACION,B15_MAMÁ_APERTURA_AL_CAMBIO_2ESTIMULACION,B30_MAMÁ_APERTURA_AL_CAMBIO_3ESTIMULACION,B4_MAMÁ_SUPERACION_1LOGRO,B13_MAMÁ_SUPERACION_2LOGRO,B24_MAMÁ_SUPERACION_3LOGRO,B32_MAMÁ_SUPERACION_4LOGRO,B2_MAMÁ_SUPERACION_1PODER,B17_MAMÁ_SUPERACION_2PODER,B39_MAMÁ_SUPERACION_3PODER,B49_MAMÁ_PPASS_1_AS_1ELECCION,B52_MAMÁ_PPASS_4_AS_2ELECCION,B56_MAMÁ_PPASS_8_AS_3ELECCION,B62_MAMÁ_PPASS_14_AS_4ELECCION,B50_MAMÁ_PPASS_2_AS_1EXPLICACION,B57_MAMÁ_PPASS_9_AS_2EXPLICACION,B67_MAMÁ_PPASS_19_AS_3EXPLICACION,B71_MAMÁ_PPASS_23_AS_4EXPLICACION,B55_MAMÁ_PPASS_7_AS_1EMPATIA,B61_MAMÁ_PPASS_13_AS_2EMPATIA,B64_MAMÁ_PPASS_16_AS_3EMPATIA,B72_MAMÁ_PPASS_24_AS_4EMPATIA,B51_MAMÁ_PPASS_3_PC_1CASTIGO,B58_MAMÁ_PPASS_10_PC_2CASTIGO,B63_MAMÁ_PPASS_15_PC_3CASTIGO,B68_MAMÁ_PPASS_20_PC_4CASTIGO,B53_MAMÁ_PPASS_5_PC_1PRESION,B59_MAMÁ_PPASS_11_PC_2PRESION,B65_MAMÁ_PPASS_17_PC_3PRESION,B70_MAMÁ_PPASS_22_PC_4PRESION,B54_MAMÁ_PPASS_6_PC_1CULPAR,B60_MAMÁ_PPASS_12_PC_2CULPAR,B66_MAMÁ_PPASS_18_PC_3CULPAR,B69_MAMÁ_PPASS_21_PC_4CULPAR,ICAST_2MAMA,ICAST_5MAMA,ICAST_12MAMA,ICAST_13MAMA,ICAST_14MAMA,ICAST_17MAMA,ICAST_18MAMA,ICAST_19MAMA,ICAST_21MAMA,ICAST_24MAMA,ICAST_25MAMA,ICAST_26MAMA,ICAST_27MAMA,ICAST_32MAMA,ICAST_33MAMA,ICAST_43MAMA,ICAST_45MAMA,ICAST_47MAMA,ICAST_48MAMA,YSR_5,YSR_14,YSR_30,YSR_32,YSR_33,YSR_35,YSR_42,YSR_47,YSR_51,YSR_52,YSR_54,YSR_56B,YSR_56C,YSR_56D,YSR_56E,YSR_56F,YSR_65,YSR_69,YSR_91,YSR_103,YSR_111,YSR_2,YSR_3,YSR_16,YSR_20,YSR_21,YSR_28,YSR_57,YSR_67,YSR_82,YSR_94,YSR_96,YSR_97,YSR_99,YSR_104,YSR_105,SEXO_F1Y2,EDAD_F1Y2,NSE,EST_FAM,EDAD_MAMA,ESC_MAMA,EDAD_PAPA,ESCOL_PAPA,HOMBRE,MUJER,Lat_Conservador,Lat_Apertura,Lat_Trascedencia,Lat_Superacion,Lat_Autonomía,Lat_Control,Lat_Psicologico,Lat_Fisico,Lat_Negligencia,Lat_Ineriorizados,Lat_Exteriorizados
4,1,4,4,4,1,1,1,4,2,4,3,4,2,3,2,3,4,4,2,2,3,3,3,3,3,4,4,2,1,1,1,1,2,1,1,2,4,3,3,4,3,4,3,1,4,4,4,2,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,3,1,34,3,34,2, ,1,.065,.068,-.761,-1.099,.037,-1.387,-.503,-.407,-.326, , 
3,3,4,4,3,1,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,2,4,1,4,2,2,3,3,3,4,4,4,3,4,4,4,4,4,4,3,2,2,2,2,3,4,3,1,2,2,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,1,1,0,1,2,2,2,0,2,2,0,1,0,1,1,0,1,2,2,2,1,0,0,0,0,0,0,0,1,0,2,12,2,1,30,3,98,3, ,1,.504,.579,1.35,.817,1.015,.574,1.226,.503,1.503,1.14,.939
4,4,3,4,3,2,3,4,4,4,4,3,3,4,4,3,2,3,4,3,3,3,2,4,4,3,2,3,1,1,2,2,1,2,2,2,1,4,1,3,4,3,3,4,4,4,4,4,4,1,1,2,1,1,4,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,12,5,1,50,2,65,3,1, ,.247,-.366,-.177,-.173,.671,-.264,-.503,-.407,-.326,-.279,.078
1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,1,1,1,1,4,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,1,40,2,41,3, ,1,1.164,.68,1.257,-1.071,1.369,-1.756,-.503,-.407,-.326,-1.371,-1.333
2,1,1,1,2,2,1,2,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1,1,2,3,2,1,1,1,2,2,1,1,1,2,4,2,2,1,2,1,1,1,1,2,2,4,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,14,5,1,30,4,34,3,1, ,-2.519,-1.094,-2.021,-.58,-1.381,-.458,-.503,-.407,-.326, , 
1,3,4,4,4,1,1,4,4,1,4,4,2,4,3,3,4,2,1,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,1,33,3,40,3, ,1,.002,1.407,.441,-1.713,1.028,-1.236,-.503,-.407,-.326,-1.127,-1.333
2,4,4,4,4,2,1,4,4,2,4,2,2,2,2,2,4,4,3,3,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,3,1,1,1,1,1,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,13,2,1,42,3,41,3, ,1,.07,-1.604,-.9,-.956,-.097,-.659,-.503,-.407,-.326,-.631,-.272
4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,3,1,3,3,1,4,1,4,4,1,4,4,4,4,2,3,4,2,2,4,4,1,1,2,3,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,4,1,48,3,98,3, ,1,.925,.196,1.721,.808,.219,-.227,-.503,-.407,1.393,.304,-.865
1,4,4,4,1,4,1,4,1,1,4,4,4,4,4,4,4,1,1,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,4,1,1,4,1,1,1,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,2,1,32,2,36,5, ,1,.199,-2.061,1.022,-1.713,1.422,-.374,-.503,-.407,-.326,-1.072,-.607
1,1,2,2,3,3,1,2,3,1,4,4,2,2,2,3,1,4,3,2,3,2,2,1,2,2,3,2,1,1,1,1,1,2,1,1,1,3,2,3,1,1,1,2,2,3,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,6,4,28,4,98,3,1, ,-1.341,-1.414,-.921,-1.36,-1.338,-.257,.298,-.407,-.326,-.441,-.037
4,3,3,3,3,4,2,2,4,1,2,4,3,3,1,3,2,3,2,3,2,2,2,3,1,2,2,2,3,2,2,1,3,2,1,4,2,4,4,2,3,4,2,4,4,2,3,3,4,4,3,3,4,4,3,4,4,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,6,1,44,3,43,3,1, ,-.641,-.833,-.892,-.179,.031,1.73,-.503,-.407,-.326,-1.171,-.517
1,4,4,3,2,2,1,3,4,2,3,3,2,4,3,3,3,4,1,3,3,2,1,3,1,3,3,1,1,3,1,1,1,2,1,1,1,2,4,4,2,3,3,1,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,5,1,98,3,98,8, ,1,-.625,-.703,-.416,-1.36,.293,-1.756,-.503,-.407,1.227, , 
1,4,4,4,4,3,2,4,4,2,3,3,2,4,1,4,4,1,4,4,4,3,3,4,1,3,3,3,1,4,1,1,1,1,1,1,1,4,4,4,3,4,4,4,3,4,4,4,4,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,5,1,36,3,40,3, ,1,-.059,.086,.423,-1.713,1.007,-1.114,-.503,-.407,-.326,.364,-.786
3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,4,1,1,4,2,1,2,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,1,34,3,40,3,1, ,1.244,.532,1.721,-.354,1.451,-1.364,-.503,-.407,-.326,-.654,-1.333
2,3,4,4,3,4,3,4,4,3,4,3,3,3,4,4,4,4,1,4,3,2,4,4,3,3,4,4,2,2,1,1,1,1,1,1,1,3,4,4,3,4,4,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,6,4,33,6,35,6, ,1,.207,.449,.151,-1.713,.955,-1.756,-.503,-.407,-.326,.541,.145
2,2,2,2,2,1,1,3,2,2,2,3,3,2,2,2,3,4,1,2,3,3,3,2,3,2,3,3,1,2,3,1,1,2,2,1,1,3,3,4,3,2,2,4,3,4,4,2,4,2,1,1,2,4,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,2,1,37,3,98,3,1, ,-1.4,-.674,-.845,-.574,.038,-.231,-.503,-.407,-.326, , 
4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,2,4,4,2,2,4,4,3,4,3,1,4,4,4,4,4,4,4,2,2,4,4,4,4,4,1,1,2,1,4,1,3,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,5,48,6,54,5,1, ,.618,.612,1.077,1.162,1.066,.344,-.503,-.407,-.326,-1.114,-1.333
3,1,3,2,2,2,2,3,4,2,4,4,4,4,4,4,3,3,2,3,2,2,1,4,3,4,3,4,2,4,2,1,1,3,1,1,1,3,4,4,4,2,2,4,4,4,4,4,4,1,1,3,3,2,4,4,4,1,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,5,1,98,3,98,3,1, ,-.586,.988,-.348,-.784,.988,.779,-.503,.503,-.326,.205,-.432
4,4,2,3,4,3,4,3,3,4,4,3,4,4,3,3,3,4,3,4,2,3,4,1,2,3,2,1,1,2,1,3,1,2,3,2,2,1,3,4,3,2,2,4,3,3,3,3,3,3,1,1,4,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13,7,1,39,6,42,7,1, ,-.028,-1.363,.02,.077,-.342,-.271,.124,-.407,-.326,-1.329,-.474
1,1,3,4,4,2,1,4,2,2,4,4,2,4,1,4,4,3,3,3,4,3,4,1,2,4,3,4,1,1,1,1,1,3,1,2,2,2,3,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,1,35,8,40,8, ,1,-.561,-.618,.247,-.73,.852,-1.432,-.503,-.407,-.326,-.626,-1.333
3,2,2,2,3,2,2,2,2,1,2,3,2,2,1,1,2,4,2,1,1,3,1,2,2,2,2,1,1,2,1,2,1,1,3,1,1,2,2,4,1,1,2,2,2,3,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,3,1,39,2,41,3, ,1,-1.516,-1.351,-1.691,-.626,-1.05,-.609,-.503,-.407,-.326,-.861,-.865
3,4,4,4,4,1,1,2,4,3,3,3,2,4,4,3,3,4,4,2,2,3,2,2,3,4,3,2,2,3,2,1,1,2,1,1,3,3,4,2,1,1,4,4,3,3,2,4,4,3,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,12,7,1,39,5,42,5, ,1,-.164,-.215,-.242,-.639,-.166,-.525,-.503,-.407,1.066, , 
4,3,3,3,4,1,1,4,4,1,4,2,4,2,2,2,3,3,4,2,1,1,1,3,3,4,2,2,1,2,1,1,1,2,1,4,1,2,1,3,1,4,3,4,4,4,4,4,3,3,4,4,3,1,1,1,1,1,2,1,1,6,4,0,0,0,5,0,2,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,2,12,2,1,37,3,36,3, ,1,-.314,-.513,-1.462,-1.006,.144,.526,1.827,1.564,-.326,1.154,.476
2,1,3,3,4,2,1,3,3,2,1,3,3,3,2,4,3,4,4,3,1,3,3,2,1,2,3,1,2,3,2,3,1,3,1,1,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,6,2,98,4,98,2,1, ,-.934,-.96,-.266,.129,-1.034,.696,-.503,-.407,-.326, , 
2,4,4,4,1,2,4,3,4,2,4,4,4,3,1,4,3,3,4,3,2,3,2,3,2,3,4,4,3,3,2,3,2,4,4,2,3,2,2,2,2,3,2,3,4,2,4,2,3,1,3,3,3,3,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,2,1,98,8,98,8,1, ,.399,.418,-.425,.858,-.622,.916,-.503,-.407,-.326, , 
3,3,3,4,2,3,1,4,4,1,3,3,3,2,1,2,4,4,1,4,4,2,1,4,1,1,1,4,2,4,1,3,2,3,1,2,4,2,4,2,2,2,1,4,3,3,3,3,4,1,4,4,3,3,3,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,3,0,0,0,1,0,2,1,1,1,0,0,0,1,1,1,2,0,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,12,4,1,98,5,98,3,1, ,-.5,.171,-.825,.359,-.349,.937,1.062,1.129,1.51,.871,.734
4,3,4,3,3,1,2,2,2,1,3,3,3,4,3,3,3,1,4,3,3,2,3,3,3,3,2,3,2,3,1,2,2,3,1,3,1,2,2,3,2,3,1,1,2,4,1,1,2,3,1,2,1,1,2,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,5,1,35,4,39,3,1, ,-.723,-.108,-.304,-.154,-1.185,.062,-.503,-.407,-.326, , 
1,3,4,2,1,2,2,2,3,2,4,2,2,1,2,4,2,4,3,2,1,3,1,3,1,3,1,3,1,2,2,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,4,1,40,2,98,6,1, ,-1.025,-.683,-1.014,-.94,-.545,-1.387,-.503,-.407,-.326, , 
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,4,2,45,2,52,3,1, ,1.914,1.926,1.721,2.599,1.856,2.808,-.503,-.407,-.326, , 
1,1,2,2,2,2,1,2,3,2,4,3,2,2,2,2,3,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,2,2,98,4,98,3, ,1,-1.413,-1.774,-1.45,-1.713,-1.251,-1.458,-.503,-.407,-.326, , 
4,4,4,4,3,1,3,4,3,2,4,4,3,3,2,3,3,4,3,3,2,3,3,3,2,3,4,3,1,2,1,2,1,2,1,2,1,1,3,4,4,3,4,4,4,4,4,4,3,2,1,3,2,3,3,4,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,6,1,98,4,98,3,1, ,.346,-.258,-.431,-.592,.572,.336,.357,-.407,-.326, , 
4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,1,1,1,1,4,4,4,4,1,1,4,4,4,4,3,1,1,1,1,1,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12,3,1,31,3,32,3, ,1,1.526,1.407,1.721,.667,.434,-.654,-.503,-.407,-.326,-1.045,-.786
4,3,4,4,4,3,1,4,4,2,3,3,3,3,2,2,4,4,4,3,4,4,2,3,4,4,4,4,1,1,3,2,1,4,1,2,1,4,2,4,4,1,2,4,4,4,1,4,4,3,3,1,1,4,3,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,2,0,1,1,2,2,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,1,32,3,32,8, ,1,.118,.34,-.096,.05,.343,.037,-.503,.503,1.295,.861,-.579
1,2,3,4,1,3,1,3,4,4,4,4,2,4,1,4,4,4,3,4,3,4,4,3,1,4,4,2,1,2,4,2,1,2,1,1,2,2,1,2,2,3,1,2,1,4,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,4,1,44,3,98,3, ,1,-.427,-.378,.706,-.151,-1.274,-1.122,-.503,-.407,-.326,-.808,-.865
3,3,4,4,3,1,1,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,1,4,3,2,2,3,4,4,4,4,2,4,4,4,4,4,4,1,1,2,1,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,12,4,1,46,7,58,2,1, ,.148,1.44,.86,.679,1.276,-.562,-.503,-.407,-.326,.164,.574
4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,3,4,4,4,1,4,4,3,1,1,4,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13,5,1,32,4,36,4,1, ,1.196,-.366,.739,-.835,1.856,.341,.664,.462,-.326,-.926,-.343
1,3,4,4,4,1,3,4,3,1,3,4,1,4,3,2,3,4,3,1,1,3,1,1,2,2,3,1,1,1,2,1,1,1,1,2,1,3,3,4,4,4,2,4,4,3,3,4,4,1,1,1,1,1,1,2,3,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,6,2,36,5,34,7,1, ,-.435,-1.729,-.821,-.947,.418,-1.063,.478,-.407,-.326,-1.741,-.094
3,3,2,4,2,3,2,2,3,2,1,1,1,1,2,3,1,2,1,3,2,2,3,1,3,1,2,3,2,2,3,2,3,1,3,3,2,2,3,3,2,2,3,2,1,2,3,3,2,2,2,2,2,2,2,2,1,2,1,3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,12,6,5,28,3,28,3,1, ,-1.442,-.919,-1.215,.425,-.86,.538,-.503,1.16,-.326,.066,.529
3,2,4,4,4,2,3,2,1,1,4,1,3,2,1,2,2,3,3,2,2,2,2,3,3,2,2,2,1,2,2,3,1,1,2,1,1,2,2,2,3,2,2,2,1,3,1,3,2,4,3,2,2,3,4,2,2,1,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13,2,1,34,3,98,3,1, ,-.545,-.847,-1.292,-.168,-1.071,.689,.478,-.407,-.326,-.402,.003
3,4,4,4,4,4,1,2,4,2,4,4,2,4,2,4,4,4,4,3,3,3,2,3,3,3,3,3,1,2,2,2,1,2,2,2,2,4,3,4,3,4,4,3,3,4,1,4,3,3,1,2,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,14,4,2,42,4,98,4,1, ,.262,-.335,.147,-.066,.091,-.489,-.503,-.407,-.326,.246,.527
